S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
700,D,Phase 1,Cycle 2,N_02013_11001_KL,N/02013/11001/KL,,"4/6 L Thrissur (km 270) to Angamali (km 316.700) i/c Maintenance of Angamali (km 316.700) to Edapally (km 342)
 Section NS-2/BOT/KL/01",270000,341200,10.514896423667,76.258636572833,10.025906543833,76.308802865833
701,D,Phase 1,Cycle 2,N_04002_20005_KL,N/04002/20005/KL,,Operation and Maintenance of Four laning of Thiruvanthapuram Bypass from Kazhakkoottam to Mukkola section of NH-66 in the State of Kerala on PBMC.,1800,26790,8.550845223167,76.877002796,8.379873155833,77.013472582167
702,D,Phase 1,Cycle 2,N_04002_20002_KL,N/04002/20002/KL,,4L of Kazhakuttam Junction - Technopark Junction from km. 547.080 to km. 549.801,1800,26790,8.550845223167,76.877002796,8.379873155833,77.013472582167
703,D,Phase 1,Cycle 2,N_04022_01002_TN,N/04022/01002/TN,,"6 of Chennai Bypass Phase - II connecting NH-4 and NH-5 and widening of Chennai Phase -I
 connecting NH-45 and NH - 4 (From Km 0/00 to Km.32.600)",0,32700,12.913193369167,80.101399047333,13.151255338,80.211194184333
704,D,Phase 1,Cycle 2,N_08042_01002_TN,N/08042/01002/TN,N_08042_01001_TN,Pollachi to Coimbatore Section from km. 123.55 to km. 150.40 of Dindigul - Bangalore Road,123550,150580,10.696124401833,77.0121154045,10.9274642345,76.981538239167
705,D,Phase 1,Cycle 2,N_06024_03001_TN,N/06024/03001/TN,,"4 of Natham - Thuvarankurichi
 from km. 36.69 to km. 61.115 of NH-785E",36690,61110,10.239300287,78.219028615333,10.3704977405,78.381936742833
706,D,Phase 1,Cycle 2,N_02012_03003_TN,N/02012/03003/TN,,"Madurai to Kanyakumari from Km 000.000 to Km 52.300
 Section of NH 7 under TOT
 Bundle-3 TN-1",0,52300,9.989016675333,78.026651861667,9.584975673,77.942595755667
707,D,Phase 1,Cycle 2,N_02012_03004_TN,N/02012/03004/TN,,"Madurai to Kanyakumari from Km 52.300 to Km 116.500
 Section of NH 7 under TOT Bundle-3 TN-2",52000,116550,9.5875533305,77.942037308167,9.0543446455,77.7961736225
708,D,Phase 1,Cycle 2,N_02012_03005_TN,N/02012/03005/TN,,"Madurai to Kanyakumari from Km 116.500 to Km 180.00
 Section of NH 7 under TOT Bundle-3 TN-3",116500,180000,9.055517429,77.796581502667,8.576007764667,77.679971334833
709,D,Phase 1,Cycle 2,N_02012_03006_TN,N/02012/03006/TN,,"Madurai to Kanyakumari from Km 180.00 to Km 243.470
 Section of NH 7 under TOT
 Bundle-3 TN-4",180000,243360,8.5753027115,77.6796275475,8.082114773833,77.5403823025
710,D,Phase 1,Cycle 2,N_04022_04001_TN,N/04022/04001/TN,,"Four Laning of Ulundupet- Padalur from km. 192.25 to km.
 285.00 of Old NH-45 (Pkg VI-B)",193813,287700,11.713148752,79.331001961833,11.082705682167,78.8237392755
711,D,Phase 1,Cycle 2,N_08049_01001_TN,N/08049/01001/TN,,"Trichirapalli (Km 0.000) to
 Kallagam (Km. 38.700) of NH- 227 in Tamil Nadu",191000,229700,10.898846039167,78.724380268,11.031062759833,79.004765949
712,D,Phase 1,Cycle 2,N_04022_03001_TN,N/04022/03001/TN,,Tindivanam - Ulundurpet from km 121.00 to km 192.25,121000,193900,12.240882155167,79.663775612667,11.712920777833,79.330330494
713,D,Phase 1,Cycle 2,N_02011_07001_TN,N/02011/07001/TN,,Dindigul to Samayanallur section of NH-44,368147,421190,10.395910092,77.960684102167,9.989757510833,78.026321972167
714,D,Phase 1,Cycle 2,N_06024_02001_TN,N/06024/02001/TN,,Four Laning of Chettikulam to Natham section of NH-785,7300,36750,9.9983958425,78.149269162833,10.2394046145,78.2191280835
715,D,Phase 1,Cycle 2,N_06024_01001_TN,N/06024/01001/TN,,4L of Madurai to Chettikulam from km.0.00 to km 7.30 of NH-785,0,7300,9.9367873365,78.135465208,9.997991203833,78.1491283325
716,D,Phase 1,Cycle 2,N_04005_12001_TS,N/04005/12001/TS,,Sangareddy - Nanded (Pkg. II) Ramsanpalle to Mangloor,39980,86790,17.8912930755,78.001350440167,18.230136791333,77.857789261333
717,D,Phase 1,Cycle 2,N_02009_14001_TS,N/02009/14001/TS,,AP/Mah Border-Islam Nagar (AP 6),175000,229600,19.821643995,78.575581987,19.399982114333,78.4469855095
718,D,Phase 1,Cycle 2,N_02009_15001_TS,N/02009/15001/TS,,Islam Nagar-Kadthal (AP 7),229600,282030,19.399999020667,78.446949286667,19.059619795167,78.3546299345
719,D,Phase 1,Cycle 2,N_02009_16001_TS,N/02009/16001/TS,,"Four-laning of Kadtal to Armur from km.278.0 to km.308.0 of
 Old NH-7",282617,313587,19.054485862667,78.352962340667,18.806313625167,78.315060519833
720,D,Phase 1,Cycle 2,N_02009_17001_TS,N/02009/17001/TS,,Armur - Adloor Yellareddy (Nagpur-Hyderabad),313500,373760,18.806482430667,78.315136937167,18.370104940667,78.30029492
721,D,Phase 1,Cycle 2,N_02009_18001_TS,N/02009/18001/TS,,"Km 367.000 (Adloor Yellareddy) to Km 447.000 and Improvement, Operation & Maintenance of Km
 447.000 to Km 464.000 (Gundla Pochanpalli) on Nagpur - Hyderabad section of NH-44 AP-
 2",373763,459520,18.369876533,78.300344037833,17.706787004167,78.476279211833
722,D,Phase 1,Cycle 2,N_02010_02001_TS,N/02010/02001/TS,,Jadcherla-Kothakotta Bypass,80306,136040,16.779387332667,78.136612716833,16.3577379735,77.946111624
723,D,Phase 1,Cycle 2,N_06003_01001_TS,N/06003/01001/TS,,Hyderabad-Yadagiri,278100,313850,17.54387224,78.94782592,17.43111985,78.65304223
724,D,Phase 1,Cycle 2,N_06003_02005_TS,N/06003/02005/TS,"N_06003_02001_TS

N_06003_02005_TS","Yadagiri (km 54.000) to Warangal (km 150.000) of NH-
 163 in Telengana",54000,153050,17.543791031167,78.947621001333,18.0350603925,79.636750024167
725,D,Phase 1,Cycle 2,N_04005_13002_TS,N/04005/13002/TS,,Four laning of Kandi to Ramsanpalle section of NH-161 (Design 0 Km-39.98 Km),0,39980,17.577707592667,78.128214146833,17.891202667833,78.001417640167
726,D,Phase 1,Cycle 2,N_04005_11001_TS,N/04005/11001/TS,,Four laning of Mangaloor to TS/MH Border of NH-161 (Design 86.788Km-135.751Km),86788,135748,18.230150625333,77.857780732833,18.532606907167,77.593461566167
727,D,Phase 1,Cycle 2,N_05011_01001_TS,N/05011/01001/TS,,Four laning of Suryapet to Khammam section of NH-365 BB (Design 0.42Km-59.046 Km),750,58350,17.162819801833,79.558526386,17.234520745667,80.058171908
728,D,Phase 1,Cycle 2,N_08002_04001_TS,N/08002/04001/TS,,Four laning of Mancherial to Repallewada section of NH-363 (Design 0Km -42Km),0,42000,18.852747429833,79.516770208333,19.180258105667,79.428229731
729,D,Phase 1,Cycle 2,N_08002_03002_TS,N/08002/03002/TS,,Four laning of Repallewada to TS/ MH border of NH- 363 (DesignKm 42Km-94.602)),42000,94650,19.1806200635,79.428243972333,19.5732667405,79.345015207333
730,D,Phase 1,Cycle 2,N_09058_01001_TS,N/09058/01001/TS,,Four laning of Kodad to Khammam section of NH-365A under NH(O) (Design Length= 31.80Km),10,31640,16.9853945505,79.992878593167,17.208386163333,80.111604439833
731,D,Phase 1,Cycle 2,N_05034_02002_TS,N/05034/02002/TS,,Kalyan to Nirmal section of NH-61 (From Km.615 –Km 668.6),615000,668600,19.095121483667,77.849274188667,19.0873297755,78.346919697667
732,D,Phase 1,Cycle 2,N_09055_01004_TS,N/09055/01004/TS,,Hyderabad-Dindi section of NH-765 (From Km.23 – Km 108.8),23000,108820,17.166213970833,78.476166958667,16.548331534167,78.686098029667
733,D,Phase 1,Cycle 2,N_09054_01905_TS,N/09054/01905/TS,N_09054_01005_TS,Operation and Maintenance of 2 Lane with Paved shoulder from Km.71.200-Km.121.000 on AP-Telangana border to Rudrampur section of NH-30 (NH-221) on Performance based Maintenance Contracts (PBMC) mode,71200,121800,17.128302369667,80.618531822667,17.507228535667,80.650001981167
734,D,Phase 1,Cycle 2,N_04007_14006_TS,N/04007/14006/TS,,Short term Improvement and Routine Maintenance of 4/6 laning of Hyderabad - Vijayawada section of NH-65 from Km.40.000 to 100.000 in the State of Telangana.,40010,99990,17.284440784167,78.778221348167,17.160003273333,79.303163731167
735,D,Phase 1,Cycle 2,N_04007_14005_TS,N/04007/14005/TS, N_04007_14005_TS,Short term Improvement and Routine Maintenance of 4/6 laning of Hyderabad - Vijayawada section of NH-65 from Km.100.000 to 160.000 in the State of Telangana.,40010,99990,17.284440784167,78.778221348167,17.160003273333,79.303163731167
736,D,Phase 1,Cycle 2,N_04007_14007_AP,N/04007/14007/AP,,Short term Improvement and Routine Maintenance of 4/6 laning of Hyderabad - Vijayawada section of NH-65 from Km.160.000 to 221.500 in the State of Telangana & Andhra Pradesh.,40010,99990,17.284440784167,78.778221348167,17.160003273333,79.303163731167
737,D,Phase 1,Cycle 2,N_08002_06008_TS,N/08002/06008/TS,,Operation and Maintenance of 2/4 Lane with paved shoulders of stretch from (i) Km 154/000 to 187/000 of Mangalwarpet to Mallampalli section,No,72600,187300,17.3481093,79.797412382,18.113321412833
738,D,Phase 1,Cycle 1,N_02004_28007_AP,N/02004/28007/AP,N_02004_28005_AP,Operation & Maintenance of Nellore Bypass from Km.1366.547 to Km.1383.713 (Excluding from Km.1379.340 to Km.1380.957 & from Km.1382.690 to Km.1383.713) (14.526 Km) section of NH-16 in the state of Andhra Pradesh,628555,652265,14.744906007333,79.087821700333,14.651369128333,79.278557966333
739,D,Phase 1,Cycle 1,N_02004_28007_AP,N/02004/28007/AP,,"Badvel to chunculuru section from Km. 628.555 to Km. 652.200 (2L, length 23.645 Km) of NH-67.",628555,652265,14.744906007333,79.087821700333,14.651369128333,79.278557966333
740,D,Phase 1,Cycle 2,N_04007_16001_AP,N/04007/16001/AP,,Nandigama Bypass and Kanchikacherla bypass,227000,269895,16.750023730167,80.29930462,16.523143325167,80.596660458833
741,D,Phase 1,Cycle 2,N_04007_15001_AP,N/04007/15001/AP,,4 of Nandigama - Vijayawada,227000,269895,16.750023730167,80.29930462,16.523143325167,80.596660458833
742,D,Phase 1,Cycle 2,N_02004_23002_AP,N/02004/23002/AP,,6 of Kalaparru to Chinna Avutupalli including 6 lane Hanuman Junction bypass,0,1076480,16.629625082833,80.946243817167,16.553061919667,80.828360158167
743,D,Phase 1,Cycle 2,N_03006_01001_AP,N/03006/01001/AP,,"4 of Gundugolanu Devarapalli Kovvuru from km 15.320 to Km
 85.204 of NH-16",15320,85200,16.778796772833,81.221941716,17.026600785167,81.717608629
744,D,Phase 1,Cycle 1,N_02010_04007_AP,N/02010/04007/AP, N_02010_04006_AP, N_02010_04005_AP,Link,No,210400,462160,15.810180483167,78.030947529833
745,D,Phase 1,Cycle 2,N_02004_23001_AP,N/02004/23001/AP,,6L of Gundugolanu (Design km 1023.280) to Kalaparru (Design km 1050.680) of NH-5 (New NH-16),1023496,1050880,16.778825332,81.222042106833,16.675371451,81.0211014285
746,D,Phase 1,Cycle 2,N_02004_15001_AP,N/02004/15001/AP,,Ranasthalam (Km.634.000) to Anandapuram (Km.681.000) of NH-16 in the State of Andhra Pradesh,634000,681000,18.185068693833,83.679893310167,17.900355788333,83.3935630035
747,D,Phase 1,Cycle 2,N_03006_02001_AP,N/03006/02001/AP,,Six laning of Anandapuram-Pendurthi-Anakapalli Section of NH-16 on HAM,681000,731780,17.900416067167,83.3937561785,17.680612704333,83.026632726
748,D,Phase 1,Cycle 2,N_07083_01001_AP,N/07083/01001/AP,,4L Road from existing East break water upto Convent Junction from Phase 1 of the project start from Km. 0.312 [End of Vishakhapatnam Port Trust (VPT)] to Km. 3.800 [VCTPL Exit Gate],312,3792,17.7114175265,83.293519857167,17.6946084865,83.296002939833
749,D,Phase 1,Cycle 1,N_09051_03002_AP,N/09051/03002/AP,N_09051_01002_AP,Markapuram to Vaggampalli section of NH-565,154900,198470,16.1378082195,79.334057528833,15.794834490167,79.257435555833
750,D,Phase 1,Cycle 1,N_09051_03002_AP,N/09051/03002/AP,N_09051_03001_AP,Davulapalli to Markapuram section of NH-565,154900,198470,16.1378082195,79.334057528833,15.794834490167,79.257435555833
751,D,Phase 1,Cycle 1,N_02004_26002_AP,N/02004/26002/AP,N_02004_26001_AP,"Six Laning Of Chilkaluripet Vijaywada Section from km
 355.00 to km 434.15",355000,437900,16.027879297,80.128013083833,16.5004042405,80.636337092833
752,D,Phase 1,Cycle 1,N_02004_24001_AP,N/02004/24001/AP,,Six laning of Vijayawada bypass from Chinna Avutupalli Gollapudi of NH-16 (Pkg-III),610,29960,16.553537807,80.824432933667,16.548775624333,80.566008636833
753,D,Phase 1,Cycle 1,N_03006_01001_AP,N/03006/01001/AP,,"4 of Gundugolanu Devarapalli Kovvuru from km 15.320 to Km
 85.204 of NH-16",19000,85200,16.806780679667,81.235586578833,17.026449412167,81.717239936833
754,D,Phase 1,Cycle 1,N_02004_23001_AP,N/02004/23001/AP,,Six-laning of existing 4-lane road from Gundugolanu to Kalaparru Section of NH-16 on EPC mode (Pkg-I),1023496,1050876,16.778902718333,81.2221398615,16.675342641667,81.021152951
755,D,Phase 1,Cycle 1,N_03006_02001_AP,N/03006/02001/AP,,Six laning of Anandapuram-Pendurthi-Anakapalli Section of NH-16 on HAM,681000,731780,17.900462583,83.393962594,17.6811124355,83.026876844667
756,D,Phase 1,Cycle 1,N_02004_17001_AP,N/02004/17001/AP,N_02004_32001_AP,O&M of Anandapuram - Visakhapatnam - Anakapalle,682980,741250,17.895476723,83.378127872,17.688588078333,83.027961433667
757,D,Phase 1,Cycle 1,N_02004_15001_AP,N/02004/15001/AP,,Ranasthalam (Km.634.000) to Anandapuram (Km.681.000) of NH-16 in the State of Andhra Pradesh,634000,681000,18.185101295833,83.679899429,17.900599692333,83.394330379333
758,D,Phase 1,Cycle 1,N_02004_14001_AP,N/02004/14001/AP,,6 L of Narasannapeta - Ranastalam,580700,634000,18.4290566325,84.058726948167,18.1886796575,83.681996353167
759,D,Phase 1,Cycle 1,N_02004_28001_AP,N/02004/28001/AP,,Chilakaluripet (1182.802) to Nellore (1366.547) of NH16 in Andhra Pradesh,1182802,1365100,16.028028000667,80.128223451833,14.5178429725,79.9881655085
760,D,Phase 1,Cycle 1,N_04027_03004_AP,N/04027/03004/AP,N_04027_03001_AP,Nalagampalli to Allkuppam (AP/KA Border) from Km. 172. 000 to Km 219.687,370630,418310,13.1940120585,78.550069844,13.203842406,78.9463972535
761,D,Phase 1,Cycle 1,N_02004_19003_AP,N/02004/19003/AP,,"Annavaram - Diwancheruvu (km
 830.525 to km 901.500) under TOT Bundle - 1",830525,901495,17.269782665667,82.399885139833,17.048269846,81.851411103833
762,D,Phase 1,Cycle 1,N_02004_20003_AP,N/02004/20003/AP,,Diwancheruvu - Siddhantham from km. 901.500 to km. 950.542 under TOT Bundle - 1,901500,950540,17.048285259667,81.851379089833,16.685426518333,81.8073620645
763,D,Phase 1,Cycle 1,N_02004_18003_AP,N/02004/18003/AP,,Ankapalli - Annavaram (Tuni) from km. 741.255 to km. 830.525 under TOT Bundle - 1,741255,830550,17.683068423167,83.027813903833,17.269850680167,82.399509928333
764,D,Phase 1,Cycle 1,N_02004_13002_AP,N/02004/13002/AP,N_02004_13001_AP,"4 of Ichapuram to Narasannapeta from Km. 470.415 to Km.
 581.700 (Capacity Augmentation) of NH-16 (Old NH-5)",476600,580700,19.093765632167,84.679923465,18.429199795667,84.058976442833
765,D,Phase 1,Cycle 1,N_02004_13002_AP,N/02004/13002/AP,,Icchapuram - Narsannapeta (km 484.000 to km 580.700) under TOT Bundle - 1,476600,580700,19.093765632167,84.679923465,18.429199795667,84.058976442833
766,D,Phase 1,Cycle 1,N_09054_01002_AP,N/09054/01002/AP,,Rehabilitation and Upgradation of NH-221 from Km 0.00 to Km. 32.735 Ibrahimpatnam - Chandragudem to two lanes with paved shoulder,32735,70185,16.824721456333,80.627335951167,17.1274714425,80.617753313
767,D,Phase 1,Cycle 1,N_09054_01002_AP,N/09054/01002/AP,,Rehabilitation and Upgradation of NH-221 from Chandragudem - AP/TN Border to two lanes with paved shoulder,32735,70185,16.824721456333,80.627335951167,17.1274714425,80.617753313
768,D,Phase 1,Cycle 1,N_02012_03003_TN,N/02012/03003/TN,,"Madurai to Kanyakumari from Km 000.000 to Km 52.300
 Section of NH 7 under TOT
 Bundle-3",0,52300,9.988981740167,78.026644955167,9.584769322,77.942622919167
769,D,Phase 1,Cycle 1,N_02012_03005_TN,N/02012/03005/TN,,"Madurai to Kanyakumari from Km 116.500 to Km 180.00
 Section of NH 7 under TOT Bundle-3",116500,180000,9.055558683167,77.796563593,8.5753969925,77.679685405167
770,D,Phase 1,Cycle 1,N_02012_03006_TN,N/02012/03006/TN,,"Madurai to Kanyakumari from Km 180.00 to Km 243.470
 Section of NH 7 under TOT
 Bundle-3",180000,243360,8.575307250833,77.679625398167,8.082226785,77.540415027833
771,D,Phase 1,Cycle 1,N_02013_04001_TN,N/02013/04001/TN,,"Chengapalli (km 102.035) to Neelambur (Km144.680) and Madukkarai (Km 170.880) to
 Walayar (K183.010) (Package No. NS-2/BOT/TN-08)",102035,183010,11.198976105,77.4096831725,10.8527867945,76.843108108833
772,D,Phase 1,Cycle 1,N_04022_02006_TN,N/04022/02006/TN,N_04022_02001_TN,Four Laning of Tambaram - Tindivaram section of Old NH 45 from Km 28.000 to Km 121.000,28000,121000,12.911692412667,80.101403968667,12.241062475667,79.663917497
773,D,Phase 1,Cycle 1,N_04022_03001_TN,N/04022/03001/TN,,Tindivanam - Ulundurpet from km 121.00 to km 192.25,121000,193900,12.240872626833,79.663788897,11.713097796,79.3308572725
774,D,Phase 1,Cycle 1,N_04022_06001_TN,N/04022/06001/TN,N_04022_06002_TN,"O&M of 4 Trichy Bypass from Tovarankurichi - Madurai ( km.
 0.00 to km. 124.840) of Old NH- 45B",317,124840,10.785091898667,78.691349637167,9.9264230765,78.169381481667
775,D,Phase 1,Cycle 1,N_06024_03001_TN,N/06024/03001/TN,,"4 of Natham - Thuvarankurichi
 from km. 36.69 to km. 61.115 of NH-785E",36690,61110,10.239281515333,78.219009523833,10.3705195525,78.381980803667
776,D,Phase 1,Cycle 1,N_08042_01002_TN,N/08042/01002/TN,Old: N_08042_01001_TN,   New: N_08042_01002_TN,No,,,,,
777,D,Phase 1,Cycle 1,N_08042_03001_TN,N/08042/03001/TN,,"Oddanchatram Bypass from Km
 23.100 to Km 33.200 of NH-209 in Tamil Nadu",23200,33200,10.479324152,77.776994349167,10.472511871,77.713038612167
778,D,Phase 1,Cycle 1,N_08049_01001_TN,N/08049/01001/TN,,"Trichirapalli (TRICHY ) (Km 0.000) to
 Kallagam (Km. 38.700) of NH- 227 in Tamil Nadu",0,38720,10.89881033,78.724733673667,11.031246594,79.004986595167
779,D,Phase 1,Cycle 1,N_02009_14001_TS,N/02009/14001/TS,,AP/Mah Border-Islam Nagar (AP 6),175000,229600,19.8216120625,78.575585390167,19.400016525833,78.446985912333
780,D,Phase 1,Cycle 1,N_02009_15001_TS,N/02009/15001/TS,,Islam Nagar-Kadthal (AP 7),229600,282630,19.399926464667,78.446966150333,19.054562124667,78.353097329167
781,D,Phase 1,Cycle 1,N_02009_16001_TS,N/02009/16001/TS,,"Four-laning of Kadtal to Armur from km.278.0 to km.308.0 of
 Old NH-7",282617,313517,19.0545200455,78.3530884935,18.806510930667,78.315157851167
782,D,Phase 1,Cycle 1,N_02009_17001_TS,N/02009/17001/TS,,Armur - Adloor Yellareddy (Nagpur-Hyderabad),313507,373777,18.806351908333,78.315082943333,18.3697582195,78.300391032833
783,D,Phase 1,Cycle 1,N_02009_18001_TS,N/02009/18001/TS,,"Km 367.000 (Adloor Yellareddy) to Km 447.000 and Improvement, Operation & Maintenance of Km
 447.000 to Km 464.000 (Gundla Pochanpalli) on Nagpur - Hyderabad section of NH-44 AP-
 2",373762,476312,18.3697638565,78.3003676255,17.563180925333,78.4932910895
784,D,Phase 1,Cycle 1,N_02010_03001_TS,N/02010/03001/TS,,Kothakota bypass–Kurnool,135400,211010,16.362415991333,77.942730984167,15.805843701667,78.034258653167
785,D,Phase 1,Cycle 1,N_06003_02005_TS,N/06003/02005/TS,N_06003_02001_TS,"Yadagiri (km 54.000) to Warangal (km 150.000) of NH-
 163 in Telengana",54000,153100,17.543795273167,78.9476444745,18.035221899833,79.637268665333
786,D,Phase 1,Cycle 1,N_02002_12001_KA,N/02002/12001/KA,,"Six laning of Belgaum - Dharwad section of NH-4 from km 433.00
 to km 515.00",433000,515000,15.490868625333,74.969789278667,15.9585342075,74.5143303145
787,D,Phase 1,Cycle 1,N_02003_04001_KA,N/02003/04001/KA,,Silk Board Junction (Bangalore) to TN Border (Hosur),8765,33125,12.91449617,77.62436633,12.775046256833,77.780175661833
788,D,Phase 1,Cycle 1,N_04007_12003_KA,N/04007/12003/KA,,"MH/KNT Border to Sangareddy Section from km. 433.00 to km.
 515.00 of NH-65",352188,497168,17.828814742167,76.791154638667,17.589384095,78.080085203667
